ID,EMOTION_ID,MOTION_ID
98,12,gBR_sBM_cAll_d04_mBR3_ch03
99,10,gBR_sBM_cAll_d04_mBR3_ch03
100,9,gBR_sBM_cAll_d04_mBR3_ch04
101,12,gBR_sBM_cAll_d04_mBR3_ch04
102,10,gBR_sBM_cAll_d04_mBR3_ch04
103,9,gBR_sBM_cAll_d04_mBR3_ch05
104,12,gBR_sBM_cAll_d04_mBR3_ch05
105,10,gBR_sBM_cAll_d04_mBR3_ch05
106,9,gBR_sBM_cAll_d04_mBR3_ch06
107,12,gBR_sBM_cAll_d04_mBR3_ch06
108,10,gBR_sBM_cAll_d04_mBR3_ch06
109,9,gBR_sBM_cAll_d04_mBR3_ch07
110,12,gBR_sBM_cAll_d04_mBR3_ch07
111,10,gBR_sBM_cAll_d04_mBR3_ch07
112,9,gBR_sBM_cAll_d04_mBR3_ch08
113,12,gBR_sBM_cAll_d04_mBR3_ch08
114,10,gBR_sBM_cAll_d04_mBR3_ch08
115,9,gBR_sBM_cAll_d04_mBR3_ch09
116,12,gBR_sBM_cAll_d04_mBR3_ch09
117,10,gBR_sBM_cAll_d04_mBR3_ch09
118,9,gBR_sBM_cAll_d04_mBR3_ch10
119,12,gBR_sBM_cAll_d04_mBR3_ch10
120,10,gBR_sBM_cAll_d04_mBR3_ch10
121,9,gBR_sBM_cAll_d05_mBR0_ch01
122,12,gBR_sBM_cAll_d05_mBR0_ch01
123,10,gBR_sBM_cAll_d05_mBR0_ch01
124,9,gBR_sBM_cAll_d05_mBR0_ch02
125,12,gBR_sBM_cAll_d05_mBR0_ch02
126,10,gBR_sBM_cAll_d05_mBR0_ch02
127,9,gBR_sBM_cAll_d05_mBR0_ch03
128,12,gBR_sBM_cAll_d05_mBR0_ch03
129,10,gBR_sBM_cAll_d05_mBR0_ch03
130,9,gBR_sBM_cAll_d05_mBR0_ch04
131,12,gBR_sBM_cAll_d05_mBR0_ch04
132,10,gBR_sBM_cAll_d05_mBR0_ch04
133,9,gBR_sBM_cAll_d05_mBR0_ch05
134,12,gBR_sBM_cAll_d05_mBR0_ch05
135,10,gBR_sBM_cAll_d05_mBR0_ch05
136,9,gBR_sBM_cAll_d05_mBR0_ch06
137,12,gBR_sBM_cAll_d05_mBR0_ch06
138,10,gBR_sBM_cAll_d05_mBR0_ch06
139,9,gBR_sBM_cAll_d05_mBR0_ch07
140,12,gBR_sBM_cAll_d05_mBR0_ch07
141,10,gBR_sBM_cAll_d05_mBR0_ch07
142,9,gBR_sBM_cAll_d05_mBR0_ch08
143,12,gBR_sBM_cAll_d05_mBR0_ch08
144,10,gBR_sBM_cAll_d05_mBR0_ch08
145,9,gBR_sBM_cAll_d05_mBR0_ch09
146,12,gBR_sBM_cAll_d05_mBR0_ch09
147,10,gBR_sBM_cAll_d05_mBR0_ch09
148,9,gBR_sBM_cAll_d05_mBR0_ch10
149,12,gBR_sBM_cAll_d05_mBR0_ch10
150,10,gBR_sBM_cAll_d05_mBR0_ch10
151,9,gBR_sBM_cAll_d05_mBR1_ch01
152,12,gBR_sBM_cAll_d05_mBR1_ch01
153,10,gBR_sBM_cAll_d05_mBR1_ch01
154,9,gBR_sBM_cAll_d05_mBR1_ch02
155,12,gBR_sBM_cAll_d05_mBR1_ch02
156,10,gBR_sBM_cAll_d05_mBR1_ch02
157,9,gBR_sBM_cAll_d05_mBR1_ch03
158,12,gBR_sBM_cAll_d05_mBR1_ch03
159,10,gBR_sBM_cAll_d05_mBR1_ch03
160,9,gBR_sBM_cAll_d05_mBR1_ch04
161,12,gBR_sBM_cAll_d05_mBR1_ch04
162,10,gBR_sBM_cAll_d05_mBR1_ch04
163,9,gBR_sBM_cAll_d05_mBR1_ch05
164,12,gBR_sBM_cAll_d05_mBR1_ch05
165,10,gBR_sBM_cAll_d05_mBR1_ch05
166,9,gBR_sBM_cAll_d05_mBR1_ch06
167,12,gBR_sBM_cAll_d05_mBR1_ch06
168,10,gBR_sBM_cAll_d05_mBR1_ch06
169,9,gBR_sBM_cAll_d05_mBR1_ch07
170,12,gBR_sBM_cAll_d05_mBR1_ch07
171,10,gBR_sBM_cAll_d05_mBR1_ch07
172,9,gBR_sBM_cAll_d05_mBR1_ch08
173,12,gBR_sBM_cAll_d05_mBR1_ch08
174,10,gBR_sBM_cAll_d05_mBR1_ch08
175,9,gBR_sBM_cAll_d05_mBR1_ch09
176,12,gBR_sBM_cAll_d05_mBR1_ch09
177,10,gBR_sBM_cAll_d05_mBR1_ch09
178,9,gBR_sBM_cAll_d05_mBR1_ch10
179,12,gBR_sBM_cAll_d05_mBR1_ch10
180,10,gBR_sBM_cAll_d05_mBR1_ch10
181,9,gBR_sBM_cAll_d05_mBR4_ch01
182,12,gBR_sBM_cAll_d05_mBR4_ch01
183,10,gBR_sBM_cAll_d05_mBR4_ch01
184,9,gBR_sBM_cAll_d05_mBR4_ch02
185,12,gBR_sBM_cAll_d05_mBR4_ch02
186,10,gBR_sBM_cAll_d05_mBR4_ch02
187,9,gBR_sBM_cAll_d05_mBR4_ch03
188,12,gBR_sBM_cAll_d05_mBR4_ch03
189,10,gBR_sBM_cAll_d05_mBR4_ch03
190,9,gBR_sBM_cAll_d05_mBR4_ch04
191,12,gBR_sBM_cAll_d05_mBR4_ch04
192,10,gBR_sBM_cAll_d05_mBR4_ch04
193,9,gBR_sBM_cAll_d05_mBR4_ch05
194,12,gBR_sBM_cAll_d05_mBR4_ch05
195,10,gBR_sBM_cAll_d05_mBR4_ch05
196,9,gBR_sBM_cAll_d05_mBR4_ch06
197,12,gBR_sBM_cAll_d05_mBR4_ch06
198,10,gBR_sBM_cAll_d05_mBR4_ch06
199,9,gBR_sBM_cAll_d05_mBR4_ch07
200,12,gBR_sBM_cAll_d05_mBR4_ch07
201,10,gBR_sBM_cAll_d05_mBR4_ch07
202,9,gBR_sBM_cAll_d05_mBR4_ch08
203,12,gBR_sBM_cAll_d05_mBR4_ch08
204,10,gBR_sBM_cAll_d05_mBR4_ch08
205,9,gBR_sBM_cAll_d05_mBR4_ch09
206,12,gBR_sBM_cAll_d05_mBR4_ch09
207,10,gBR_sBM_cAll_d05_mBR4_ch09
208,9,gBR_sBM_cAll_d05_mBR4_ch10
209,12,gBR_sBM_cAll_d05_mBR4_ch10
210,10,gBR_sBM_cAll_d05_mBR4_ch10
211,9,gBR_sBM_cAll_d05_mBR5_ch01
212,12,gBR_sBM_cAll_d05_mBR5_ch01
213,10,gBR_sBM_cAll_d05_mBR5_ch01
214,9,gBR_sBM_cAll_d05_mBR5_ch02
215,12,gBR_sBM_cAll_d05_mBR5_ch02
216,10,gBR_sBM_cAll_d05_mBR5_ch02
217,9,gBR_sBM_cAll_d05_mBR5_ch03
218,12,gBR_sBM_cAll_d05_mBR5_ch03
219,10,gBR_sBM_cAll_d05_mBR5_ch03
220,9,gBR_sBM_cAll_d05_mBR5_ch04
221,12,gBR_sBM_cAll_d05_mBR5_ch04
222,10,gBR_sBM_cAll_d05_mBR5_ch04
223,9,gBR_sBM_cAll_d05_mBR5_ch05
224,12,gBR_sBM_cAll_d05_mBR5_ch05
225,10,gBR_sBM_cAll_d05_mBR5_ch05
226,9,gBR_sBM_cAll_d05_mBR5_ch06
227,12,gBR_sBM_cAll_d05_mBR5_ch06
228,10,gBR_sBM_cAll_d05_mBR5_ch06
229,9,gBR_sBM_cAll_d05_mBR5_ch07
230,12,gBR_sBM_cAll_d05_mBR5_ch07
231,10,gBR_sBM_cAll_d05_mBR5_ch07
232,9,gBR_sBM_cAll_d05_mBR5_ch08
233,12,gBR_sBM_cAll_d05_mBR5_ch08
234,10,gBR_sBM_cAll_d05_mBR5_ch08
235,9,gBR_sBM_cAll_d05_mBR5_ch09
236,12,gBR_sBM_cAll_d05_mBR5_ch09
237,10,gBR_sBM_cAll_d05_mBR5_ch09
238,9,gBR_sBM_cAll_d05_mBR5_ch10
239,12,gBR_sBM_cAll_d05_mBR5_ch10
240,10,gBR_sBM_cAll_d05_mBR5_ch10
241,9,gBR_sBM_cAll_d06_mBR2_ch01
242,12,gBR_sBM_cAll_d06_mBR2_ch01
243,10,gBR_sBM_cAll_d06_mBR2_ch01
244,9,gBR_sBM_cAll_d06_mBR2_ch02
245,12,gBR_sBM_cAll_d06_mBR2_ch02
246,10,gBR_sBM_cAll_d06_mBR2_ch02
247,9,gBR_sBM_cAll_d06_mBR2_ch03
248,12,gBR_sBM_cAll_d06_mBR2_ch03
249,10,gBR_sBM_cAll_d06_mBR2_ch03
250,9,gBR_sBM_cAll_d06_mBR2_ch04
251,12,gBR_sBM_cAll_d06_mBR2_ch04
252,10,gBR_sBM_cAll_d06_mBR2_ch04
253,9,gBR_sBM_cAll_d06_mBR2_ch05
254,12,gBR_sBM_cAll_d06_mBR2_ch05
255,10,gBR_sBM_cAll_d06_mBR2_ch05
256,9,gBR_sBM_cAll_d06_mBR2_ch06
257,12,gBR_sBM_cAll_d06_mBR2_ch06
258,10,gBR_sBM_cAll_d06_mBR2_ch06
259,9,gBR_sBM_cAll_d06_mBR2_ch07
260,12,gBR_sBM_cAll_d06_mBR2_ch07
261,10,gBR_sBM_cAll_d06_mBR2_ch07
262,9,gBR_sBM_cAll_d06_mBR2_ch08
263,12,gBR_sBM_cAll_d06_mBR2_ch08
264,10,gBR_sBM_cAll_d06_mBR2_ch08
265,9,gBR_sBM_cAll_d06_mBR2_ch09
266,12,gBR_sBM_cAll_d06_mBR2_ch09
267,10,gBR_sBM_cAll_d06_mBR2_ch09
268,9,gBR_sBM_cAll_d06_mBR2_ch10
269,12,gBR_sBM_cAll_d06_mBR2_ch10
270,10,gBR_sBM_cAll_d06_mBR2_ch10
271,9,gBR_sBM_cAll_d06_mBR3_ch01
272,12,gBR_sBM_cAll_d06_mBR3_ch01
273,10,gBR_sBM_cAll_d06_mBR3_ch01
274,9,gBR_sBM_cAll_d06_mBR3_ch02
275,12,gBR_sBM_cAll_d06_mBR3_ch02
276,10,gBR_sBM_cAll_d06_mBR3_ch02
277,9,gBR_sBM_cAll_d06_mBR3_ch03
278,12,gBR_sBM_cAll_d06_mBR3_ch03
279,10,gBR_sBM_cAll_d06_mBR3_ch03
280,9,gBR_sBM_cAll_d06_mBR3_ch04
281,12,gBR_sBM_cAll_d06_mBR3_ch04
282,10,gBR_sBM_cAll_d06_mBR3_ch04
283,9,gBR_sBM_cAll_d06_mBR3_ch05
284,12,gBR_sBM_cAll_d06_mBR3_ch05
285,10,gBR_sBM_cAll_d06_mBR3_ch05
286,9,gBR_sBM_cAll_d06_mBR3_ch06
287,12,gBR_sBM_cAll_d06_mBR3_ch06
288,10,gBR_sBM_cAll_d06_mBR3_ch06
289,9,gBR_sBM_cAll_d06_mBR3_ch07
290,12,gBR_sBM_cAll_d06_mBR3_ch07
291,10,gBR_sBM_cAll_d06_mBR3_ch07
292,9,gBR_sBM_cAll_d06_mBR3_ch08
293,12,gBR_sBM_cAll_d06_mBR3_ch08
294,10,gBR_sBM_cAll_d06_mBR3_ch08
295,9,gBR_sBM_cAll_d06_mBR3_ch09
296,12,gBR_sBM_cAll_d06_mBR3_ch09
297,10,gBR_sBM_cAll_d06_mBR3_ch09
298,9,gBR_sBM_cAll_d06_mBR3_ch10
299,12,gBR_sBM_cAll_d06_mBR3_ch10
300,10,gBR_sBM_cAll_d06_mBR3_ch10
301,9,gBR_sBM_cAll_d06_mBR4_ch01
302,12,gBR_sBM_cAll_d06_mBR4_ch01
303,10,gBR_sBM_cAll_d06_mBR4_ch01
304,9,gBR_sBM_cAll_d06_mBR4_ch02
305,12,gBR_sBM_cAll_d06_mBR4_ch02
306,10,gBR_sBM_cAll_d06_mBR4_ch02
307,9,gBR_sBM_cAll_d06_mBR4_ch03
308,12,gBR_sBM_cAll_d06_mBR4_ch03
309,10,gBR_sBM_cAll_d06_mBR4_ch03
310,9,gBR_sBM_cAll_d06_mBR4_ch04
311,12,gBR_sBM_cAll_d06_mBR4_ch04
312,10,gBR_sBM_cAll_d06_mBR4_ch04
313,9,gBR_sBM_cAll_d06_mBR4_ch05
314,12,gBR_sBM_cAll_d06_mBR4_ch05
315,10,gBR_sBM_cAll_d06_mBR4_ch05
316,9,gBR_sBM_cAll_d06_mBR4_ch06
317,12,gBR_sBM_cAll_d06_mBR4_ch06
318,10,gBR_sBM_cAll_d06_mBR4_ch06
319,9,gBR_sBM_cAll_d06_mBR4_ch07
320,12,gBR_sBM_cAll_d06_mBR4_ch07
321,10,gBR_sBM_cAll_d06_mBR4_ch07
322,9,gBR_sBM_cAll_d06_mBR4_ch08
323,12,gBR_sBM_cAll_d06_mBR4_ch08
324,10,gBR_sBM_cAll_d06_mBR4_ch08
325,9,gBR_sBM_cAll_d06_mBR4_ch09
326,12,gBR_sBM_cAll_d06_mBR4_ch09
327,10,gBR_sBM_cAll_d06_mBR4_ch09
328,9,gBR_sBM_cAll_d06_mBR4_ch10
329,12,gBR_sBM_cAll_d06_mBR4_ch10
330,10,gBR_sBM_cAll_d06_mBR4_ch10
331,9,gBR_sBM_cAll_d06_mBR5_ch01
332,12,gBR_sBM_cAll_d06_mBR5_ch01
333,10,gBR_sBM_cAll_d06_mBR5_ch01
334,9,gBR_sBM_cAll_d06_mBR5_ch02
335,12,gBR_sBM_cAll_d06_mBR5_ch02
336,10,gBR_sBM_cAll_d06_mBR5_ch02
337,9,gBR_sBM_cAll_d06_mBR5_ch03
338,12,gBR_sBM_cAll_d06_mBR5_ch03
339,10,gBR_sBM_cAll_d06_mBR5_ch03
340,9,gBR_sBM_cAll_d06_mBR5_ch04
341,12,gBR_sBM_cAll_d06_mBR5_ch04
342,10,gBR_sBM_cAll_d06_mBR5_ch04
343,9,gBR_sBM_cAll_d06_mBR5_ch05
344,12,gBR_sBM_cAll_d06_mBR5_ch05
345,10,gBR_sBM_cAll_d06_mBR5_ch05
346,9,gBR_sBM_cAll_d06_mBR5_ch06
347,12,gBR_sBM_cAll_d06_mBR5_ch06
348,10,gBR_sBM_cAll_d06_mBR5_ch06
349,9,gBR_sBM_cAll_d06_mBR5_ch07
350,12,gBR_sBM_cAll_d06_mBR5_ch07
351,10,gBR_sBM_cAll_d06_mBR5_ch07
352,9,gBR_sBM_cAll_d06_mBR5_ch08
353,12,gBR_sBM_cAll_d06_mBR5_ch08
354,10,gBR_sBM_cAll_d06_mBR5_ch08
355,9,gBR_sBM_cAll_d06_mBR5_ch09
356,12,gBR_sBM_cAll_d06_mBR5_ch09
357,10,gBR_sBM_cAll_d06_mBR5_ch09
358,9,gBR_sBM_cAll_d06_mBR5_ch10
359,12,gBR_sBM_cAll_d06_mBR5_ch10
360,10,gBR_sBM_cAll_d06_mBR5_ch10
361,9,gBR_sFM_cAll_d04_mBR0_ch01
362,12,gBR_sFM_cAll_d04_mBR0_ch01
363,10,gBR_sFM_cAll_d04_mBR0_ch01
364,9,gBR_sFM_cAll_d04_mBR1_ch02
365,12,gBR_sFM_cAll_d04_mBR1_ch02
366,10,gBR_sFM_cAll_d04_mBR1_ch02
367,9,gBR_sFM_cAll_d04_mBR2_ch03
368,12,gBR_sFM_cAll_d04_mBR2_ch03
369,10,gBR_sFM_cAll_d04_mBR2_ch03
370,9,gBR_sFM_cAll_d04_mBR3_ch04
371,12,gBR_sFM_cAll_d04_mBR3_ch04
372,10,gBR_sFM_cAll_d04_mBR3_ch04
373,9,gBR_sFM_cAll_d04_mBR4_ch05
374,12,gBR_sFM_cAll_d04_mBR4_ch05
375,10,gBR_sFM_cAll_d04_mBR4_ch05
376,9,gBR_sFM_cAll_d04_mBR4_ch07
377,12,gBR_sFM_cAll_d04_mBR4_ch07
378,10,gBR_sFM_cAll_d04_mBR4_ch07
379,9,gBR_sFM_cAll_d04_mBR5_ch06
380,12,gBR_sFM_cAll_d04_mBR5_ch06
381,10,gBR_sFM_cAll_d04_mBR5_ch06
382,9,gBR_sFM_cAll_d05_mBR1_ch08
383,12,gBR_sFM_cAll_d05_mBR1_ch08
384,10,gBR_sFM_cAll_d05_mBR1_ch08
385,9,gBR_sFM_cAll_d05_mBR2_ch09
386,12,gBR_sFM_cAll_d05_mBR2_ch09
387,10,gBR_sFM_cAll_d05_mBR2_ch09
388,9,gBR_sFM_cAll_d05_mBR3_ch10
389,12,gBR_sFM_cAll_d05_mBR3_ch10
390,10,gBR_sFM_cAll_d05_mBR3_ch10
391,9,gBR_sFM_cAll_d05_mBR4_ch11
392,12,gBR_sFM_cAll_d05_mBR4_ch11
393,10,gBR_sFM_cAll_d05_mBR4_ch11
394,9,gBR_sFM_cAll_d05_mBR4_ch13
395,12,gBR_sFM_cAll_d05_mBR4_ch13
396,10,gBR_sFM_cAll_d05_mBR4_ch13
397,9,gBR_sFM_cAll_d05_mBR5_ch12
398,12,gBR_sFM_cAll_d05_mBR5_ch12
399,10,gBR_sFM_cAll_d05_mBR5_ch12
400,9,gBR_sFM_cAll_d05_mBR5_ch14
401,12,gBR_sFM_cAll_d05_mBR5_ch14
402,10,gBR_sFM_cAll_d05_mBR5_ch14
403,9,gBR_sFM_cAll_d06_mBR1_ch15
404,12,gBR_sFM_cAll_d06_mBR1_ch15
405,10,gBR_sFM_cAll_d06_mBR1_ch15
406,9,gBR_sFM_cAll_d06_mBR2_ch16
407,12,gBR_sFM_cAll_d06_mBR2_ch16
408,10,gBR_sFM_cAll_d06_mBR2_ch16
409,9,gBR_sFM_cAll_d06_mBR3_ch17
410,12,gBR_sFM_cAll_d06_mBR3_ch17
411,10,gBR_sFM_cAll_d06_mBR3_ch17
412,9,gBR_sFM_cAll_d06_mBR4_ch18
413,12,gBR_sFM_cAll_d06_mBR4_ch18
414,10,gBR_sFM_cAll_d06_mBR4_ch18
415,9,gBR_sFM_cAll_d06_mBR4_ch20
416,12,gBR_sFM_cAll_d06_mBR4_ch20
417,10,gBR_sFM_cAll_d06_mBR4_ch20
418,9,gBR_sFM_cAll_d06_mBR5_ch19
419,12,gBR_sFM_cAll_d06_mBR5_ch19
420,10,gBR_sFM_cAll_d06_mBR5_ch19
421,9,gBR_sFM_cAll_d06_mBR5_ch21
422,12,gBR_sFM_cAll_d06_mBR5_ch21
423,10,gBR_sFM_cAll_d06_mBR5_ch21
424,1,gHO_sBM_cAll_d19_mHO0_ch01
425,9,gHO_sBM_cAll_d19_mHO0_ch01
426,5,gHO_sBM_cAll_d19_mHO0_ch01
427,1,gHO_sBM_cAll_d19_mHO0_ch02
428,9,gHO_sBM_cAll_d19_mHO0_ch02
429,5,gHO_sBM_cAll_d19_mHO0_ch02
430,1,gHO_sBM_cAll_d19_mHO0_ch03
431,9,gHO_sBM_cAll_d19_mHO0_ch03
432,5,gHO_sBM_cAll_d19_mHO0_ch03
433,1,gHO_sBM_cAll_d19_mHO0_ch04
434,9,gHO_sBM_cAll_d19_mHO0_ch04
435,5,gHO_sBM_cAll_d19_mHO0_ch04
436,1,gHO_sBM_cAll_d19_mHO0_ch05
437,9,gHO_sBM_cAll_d19_mHO0_ch05
438,5,gHO_sBM_cAll_d19_mHO0_ch05
439,1,gHO_sBM_cAll_d19_mHO0_ch06
440,9,gHO_sBM_cAll_d19_mHO0_ch06
441,5,gHO_sBM_cAll_d19_mHO0_ch06
442,1,gHO_sBM_cAll_d19_mHO0_ch07
443,9,gHO_sBM_cAll_d19_mHO0_ch07
444,5,gHO_sBM_cAll_d19_mHO0_ch07
445,1,gHO_sBM_cAll_d19_mHO0_ch08
446,9,gHO_sBM_cAll_d19_mHO0_ch08
447,5,gHO_sBM_cAll_d19_mHO0_ch08
448,1,gHO_sBM_cAll_d19_mHO0_ch09
449,9,gHO_sBM_cAll_d19_mHO0_ch09
450,5,gHO_sBM_cAll_d19_mHO0_ch09
451,1,gHO_sBM_cAll_d19_mHO0_ch10
452,9,gHO_sBM_cAll_d19_mHO0_ch10
453,5,gHO_sBM_cAll_d19_mHO0_ch10
454,1,gHO_sBM_cAll_d19_mHO1_ch01
455,9,gHO_sBM_cAll_d19_mHO1_ch01
456,5,gHO_sBM_cAll_d19_mHO1_ch01
457,1,gHO_sBM_cAll_d19_mHO1_ch02
458,9,gHO_sBM_cAll_d19_mHO1_ch02
459,5,gHO_sBM_cAll_d19_mHO1_ch02
460,1,gHO_sBM_cAll_d19_mHO1_ch03
461,9,gHO_sBM_cAll_d19_mHO1_ch03
462,5,gHO_sBM_cAll_d19_mHO1_ch03
463,1,gHO_sBM_cAll_d19_mHO1_ch04
464,9,gHO_sBM_cAll_d19_mHO1_ch04
465,5,gHO_sBM_cAll_d19_mHO1_ch04
466,1,gHO_sBM_cAll_d19_mHO1_ch05
467,9,gHO_sBM_cAll_d19_mHO1_ch05
468,5,gHO_sBM_cAll_d19_mHO1_ch05
469,1,gHO_sBM_cAll_d19_mHO1_ch06
470,9,gHO_sBM_cAll_d19_mHO1_ch06
471,5,gHO_sBM_cAll_d19_mHO1_ch06
472,1,gHO_sBM_cAll_d19_mHO1_ch07
473,9,gHO_sBM_cAll_d19_mHO1_ch07
474,5,gHO_sBM_cAll_d19_mHO1_ch07
475,1,gHO_sBM_cAll_d19_mHO1_ch08
476,9,gHO_sBM_cAll_d19_mHO1_ch08
477,5,gHO_sBM_cAll_d19_mHO1_ch08
478,1,gHO_sBM_cAll_d19_mHO1_ch09
479,9,gHO_sBM_cAll_d19_mHO1_ch09
480,5,gHO_sBM_cAll_d19_mHO1_ch09
481,1,gHO_sBM_cAll_d19_mHO1_ch10
482,9,gHO_sBM_cAll_d19_mHO1_ch10
483,5,gHO_sBM_cAll_d19_mHO1_ch10
484,1,gHO_sBM_cAll_d19_mHO2_ch01
485,9,gHO_sBM_cAll_d19_mHO2_ch01
486,5,gHO_sBM_cAll_d19_mHO2_ch01
487,1,gHO_sBM_cAll_d19_mHO2_ch02
488,9,gHO_sBM_cAll_d19_mHO2_ch02
489,5,gHO_sBM_cAll_d19_mHO2_ch02
490,1,gHO_sBM_cAll_d19_mHO2_ch03
491,9,gHO_sBM_cAll_d19_mHO2_ch03
492,5,gHO_sBM_cAll_d19_mHO2_ch03
493,1,gHO_sBM_cAll_d19_mHO2_ch04
494,9,gHO_sBM_cAll_d19_mHO2_ch04
495,5,gHO_sBM_cAll_d19_mHO2_ch04
496,1,gHO_sBM_cAll_d19_mHO2_ch05
497,9,gHO_sBM_cAll_d19_mHO2_ch05
498,5,gHO_sBM_cAll_d19_mHO2_ch05
